FEN:ID,:LABEL,Parameter Name,Data Type
org.apache.commons.collections4.SetUtils.hashSet(Object[]).items,Parameter_1,items,java.lang.Object[]
"org.apache.commons.collections4.SetUtils.intersection(Set,Set).setA",Parameter_1,setA,java.util.Set
"org.apache.commons.collections4.SetUtils.intersection(Set,Set).setB",Parameter_2,setB,java.util.Set
"org.apache.commons.collections4.SetUtils.isEqualSet(Collection,Collection).set1",Parameter_1,set1,java.util.Collection
"org.apache.commons.collections4.SetUtils.isEqualSet(Collection,Collection).set2",Parameter_2,set2,java.util.Collection
org.apache.commons.collections4.SetUtils.orderedSet(Set).set,Parameter_1,set,java.util.Set
"org.apache.commons.collections4.SetUtils.predicatedNavigableSet(NavigableSet,Predicate).set",Parameter_1,set,java.util.NavigableSet
"org.apache.commons.collections4.SetUtils.predicatedNavigableSet(NavigableSet,Predicate).predicate",Parameter_2,predicate,org.apache.commons.collections4.Predicate
"org.apache.commons.collections4.SetUtils.predicatedSet(Set,Predicate).set",Parameter_1,set,java.util.Set
"org.apache.commons.collections4.SetUtils.predicatedSet(Set,Predicate).predicate",Parameter_2,predicate,org.apache.commons.collections4.Predicate
"org.apache.commons.collections4.SetUtils.predicatedSortedSet(SortedSet,Predicate).set",Parameter_1,set,java.util.SortedSet
"org.apache.commons.collections4.SetUtils.predicatedSortedSet(SortedSet,Predicate).predicate",Parameter_2,predicate,org.apache.commons.collections4.Predicate
org.apache.commons.collections4.SetUtils.synchronizedSet(Set).set,Parameter_1,set,java.util.Set
org.apache.commons.collections4.SetUtils.synchronizedSortedSet(SortedSet).set,Parameter_1,set,java.util.SortedSet
"org.apache.commons.collections4.SetUtils.transformedNavigableSet(NavigableSet,Transformer).set",Parameter_1,set,java.util.NavigableSet
"org.apache.commons.collections4.SetUtils.transformedNavigableSet(NavigableSet,Transformer).transformer",Parameter_2,transformer,org.apache.commons.collections4.Transformer
"org.apache.commons.collections4.SetUtils.transformedSet(Set,Transformer).set",Parameter_1,set,java.util.Set
