FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
org.apache.commons.jxpath.ri.parser.TokenMgrError.STATIC_LEXER_ERROR,Field,* An attempt wass made to create a second instance of a static token manager.,static final int STATIC_LEXER_ERROR = 1;,int STATIC_LEXER_ERROR,"static , final "
org.apache.commons.jxpath.ri.parser.TokenMgrError.INVALID_LEXICAL_STATE,Field,* Tried to change to an invalid lexical state.,static final int INVALID_LEXICAL_STATE = 2;,int INVALID_LEXICAL_STATE,"static , final "
org.apache.commons.jxpath.ri.parser.TokenMgrError.LOOP_DETECTED,Field,* Detected (and bailed out of) an infinite loop in the token manager.,static final int LOOP_DETECTED = 3;,int LOOP_DETECTED,"static , final "
org.apache.commons.jxpath.ri.parser.TokenMgrError.errorCode,Field,* Indicates the reason why the exception is thrown. It will have\n    * one of the above 4 values.,int errorCode;,int errorCode,default
org.apache.commons.jxpath.ri.parser.TokenMgrError.position,Field,No Comment,private int position;,int position,private 
org.apache.commons.jxpath.ri.parser.TokenMgrError.character,Field,No Comment,private char character;,char character,private 
org.apache.commons.jxpath.ri.parser.ParseException.serialVersionUID,Field,*,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.parser.ParseException.specialConstructor,Field,"* This variable determines which constructor was used to create\n   * this object and thereby affects the semantics of the\n   * ""getMessage"" method (see below).",protected boolean specialConstructor;,boolean specialConstructor,protected 
org.apache.commons.jxpath.ri.parser.ParseException.currentToken,Field,"* This is the last token that has been consumed successfully.  If\n   * this object has been created due to a parse error, the token\n   * followng this token will (therefore) be the first error token.",public Token currentToken;,org.apache.commons.jxpath.ri.parser.Token currentToken,public 
org.apache.commons.jxpath.ri.parser.ParseException.expectedTokenSequences,Field,* Each entry in this array is an array of integers.  Each array\n   * of integers represents a sequence of tokens (by their ordinal\n   * values) that is expected at this point of the parse.,public int[][] expectedTokenSequences;,int[][] expectedTokenSequences,public 
org.apache.commons.jxpath.ri.parser.ParseException.tokenImage,Field,"* This is a reference to the ""tokenImage"" array of the generated\n   * parser within which the parse error occurred.  This array is\n   * defined in the generated ...Constants interface.",public String[] tokenImage;,java.lang.String[] tokenImage,public 
org.apache.commons.jxpath.ri.parser.ParseException.eol,Field,* The end of line string for this machine.,"protected String eol = System.getProperty(""line.separator"", ""\n"");",java.lang.String eol,protected 
org.apache.commons.jxpath.ri.parser.XPathParser.compiler,Field,No Comment,private Compiler compiler;,org.apache.commons.jxpath.ri.Compiler compiler,private 
org.apache.commons.jxpath.ri.parser.XPathParser.token_source,Field,No Comment,public XPathParserTokenManager token_source;,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager token_source,public 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_input_stream,Field,No Comment,SimpleCharStream jj_input_stream;,org.apache.commons.jxpath.ri.parser.SimpleCharStream jj_input_stream,default
org.apache.commons.jxpath.ri.parser.XPathParser.token,Field,No Comment,"public Token token, jj_nt;",org.apache.commons.jxpath.ri.parser.Token token,public 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_nt,Field,No Comment,"public Token token, jj_nt;",org.apache.commons.jxpath.ri.parser.Token jj_nt,public 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_scanpos,Field,No Comment,"private Token jj_scanpos, jj_lastpos;",org.apache.commons.jxpath.ri.parser.Token jj_scanpos,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_lastpos,Field,No Comment,"private Token jj_scanpos, jj_lastpos;",org.apache.commons.jxpath.ri.parser.Token jj_lastpos,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_la,Field,No Comment,private int jj_la;,int jj_la,private 
org.apache.commons.jxpath.ri.parser.XPathParser.lookingAhead,Field,No Comment,public boolean lookingAhead = false;,boolean lookingAhead,public 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_semLA,Field,No Comment,private boolean jj_semLA;,boolean jj_semLA,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_gen,Field,No Comment,private int jj_gen;,int jj_gen,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_la1,Field,No Comment,final private int[] jj_la1 = new int[39];,int[] jj_la1,"final , private "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_la1_0,Field,No Comment,static private int[] jj_la1_0;,int[] jj_la1_0,"static , private "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_la1_1,Field,No Comment,static private int[] jj_la1_1;,int[] jj_la1_1,"static , private "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_la1_2,Field,No Comment,static private int[] jj_la1_2;,int[] jj_la1_2,"static , private "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_2_rtns,Field,No Comment,final private JJCalls[] jj_2_rtns = new JJCalls[6];,org.apache.commons.jxpath.ri.parser.XPathParser$JJCalls[] jj_2_rtns,"final , private "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_rescan,Field,No Comment,private boolean jj_rescan = false;,boolean jj_rescan,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_gc,Field,No Comment,private int jj_gc = 0;,int jj_gc,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_ls,Field,No Comment,final private LookaheadSuccess jj_ls = new LookaheadSuccess();,org.apache.commons.jxpath.ri.parser.XPathParser$LookaheadSuccess jj_ls,"final , private "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_expentries,Field,No Comment,private final java.util.Vector jj_expentries = new java.util.Vector();,java.util.Vector jj_expentries,"private , final "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_expentry,Field,No Comment,private int[] jj_expentry;,int[] jj_expentry,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_kind,Field,No Comment,private int jj_kind = -1;,int jj_kind,private 
org.apache.commons.jxpath.ri.parser.XPathParser.jj_lasttokens,Field,No Comment,private final int[] jj_lasttokens = new int[100];,int[] jj_lasttokens,"private , final "
org.apache.commons.jxpath.ri.parser.XPathParser.jj_endpos,Field,No Comment,private int jj_endpos;,int jj_endpos,private 
org.apache.commons.jxpath.ri.parser.XPathParser$LookaheadSuccess.serialVersionUID,Field,*,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.parser.XPathParser$JJCalls.gen,Field,No Comment,int gen;,int gen,default
org.apache.commons.jxpath.ri.parser.XPathParser$JJCalls.first,Field,No Comment,Token first;,org.apache.commons.jxpath.ri.parser.Token first,default
org.apache.commons.jxpath.ri.parser.XPathParser$JJCalls.arg,Field,No Comment,int arg;,int arg,default
org.apache.commons.jxpath.ri.parser.XPathParser$JJCalls.next,Field,No Comment,JJCalls next;,org.apache.commons.jxpath.ri.parser.XPathParser$JJCalls next,default
org.apache.commons.jxpath.ri.parser.SimpleCharStream.staticFlag,Field,No Comment,public static final boolean staticFlag = false;,boolean staticFlag,"public , static , final "
org.apache.commons.jxpath.ri.parser.SimpleCharStream.bufsize,Field,No Comment,int bufsize;,int bufsize,default
org.apache.commons.jxpath.ri.parser.SimpleCharStream.available,Field,No Comment,int available;,int available,default
org.apache.commons.jxpath.ri.parser.SimpleCharStream.tokenBegin,Field,No Comment,int tokenBegin;,int tokenBegin,default
org.apache.commons.jxpath.ri.parser.SimpleCharStream.bufpos,Field,No Comment,public int bufpos = -1;,int bufpos,public 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.bufline,Field,No Comment,protected int[] bufline;,int[] bufline,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.bufcolumn,Field,No Comment,protected int[] bufcolumn;,int[] bufcolumn,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.column,Field,No Comment,protected int column = 0;,int column,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.line,Field,No Comment,protected int line = 1;,int line,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.prevCharIsCR,Field,No Comment,protected boolean prevCharIsCR = false;,boolean prevCharIsCR,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.prevCharIsLF,Field,No Comment,protected boolean prevCharIsLF = false;,boolean prevCharIsLF,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.inputStream,Field,No Comment,protected java.io.Reader inputStream;,java.io.Reader inputStream,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.buffer,Field,No Comment,protected char[] buffer;,char[] buffer,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.maxNextCharInd,Field,No Comment,protected int maxNextCharInd = 0;,int maxNextCharInd,protected 
org.apache.commons.jxpath.ri.parser.SimpleCharStream.inBuf,Field,No Comment,protected int inBuf = 0;,int inBuf,protected 
org.apache.commons.jxpath.ri.parser.Token.kind,Field,"* An integer that describes the kind of this token.  This numbering\n   * system is determined by JavaCCParser, and a table of these numbers is\n   * stored in the file ...Constants.java.",public int kind;,int kind,public 
org.apache.commons.jxpath.ri.parser.Token.beginLine,Field,* beginLine and beginColumn describe the position of the first character\n   * of this token; endLine and endColumn describe the position of the\n   * last character of this token.,"public int beginLine, beginColumn, endLine, endColumn;",int beginLine,public 
org.apache.commons.jxpath.ri.parser.Token.beginColumn,Field,* beginLine and beginColumn describe the position of the first character\n   * of this token; endLine and endColumn describe the position of the\n   * last character of this token.,"public int beginLine, beginColumn, endLine, endColumn;",int beginColumn,public 
org.apache.commons.jxpath.ri.parser.Token.endLine,Field,* beginLine and beginColumn describe the position of the first character\n   * of this token; endLine and endColumn describe the position of the\n   * last character of this token.,"public int beginLine, beginColumn, endLine, endColumn;",int endLine,public 
org.apache.commons.jxpath.ri.parser.Token.endColumn,Field,* beginLine and beginColumn describe the position of the first character\n   * of this token; endLine and endColumn describe the position of the\n   * last character of this token.,"public int beginLine, beginColumn, endLine, endColumn;",int endColumn,public 
org.apache.commons.jxpath.ri.parser.Token.image,Field,* The string image of the token.,public String image;,java.lang.String image,public 
org.apache.commons.jxpath.ri.parser.Token.next,Field,"* A reference to the next regular (non-special) token from the input\n   * stream.  If this is the last token from the input stream, or if the\n   * token manager has not read tokens beyond this one, this field is\n   * set to null.  This is true only if this token is also a regular\n   * token.  Otherwise, see below for a description of the contents of\n   * this field.",public Token next;,org.apache.commons.jxpath.ri.parser.Token next,public 
org.apache.commons.jxpath.ri.parser.Token.specialToken,Field,"* This field is used to access special tokens that occur prior to this\n   * token, but after the immediately preceding regular (non-special) token.\n   * If there are no such special tokens, this field is set to null.\n   * When there are more than one such special token, this field refers\n   * to the last of these special tokens, which in turn refers to the next\n   * previous special token through its specialToken field, and so on\n   * until the first special token (whose specialToken field is null).\n   * The next fields of special tokens refer to other special tokens that\n   * immediately follow it (without an intervening regular token).  If there\n   * is no such token, this field is null.",public Token specialToken;,org.apache.commons.jxpath.ri.parser.Token specialToken,public 
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.debugStream,Field,No Comment,public java.io.PrintStream debugStream = System.out;,java.io.PrintStream debugStream,public 
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec0,Field,No Comment,"static final long[] jjbitVec0 = { 0xfffffffffffffffeL, 0xffffffffffffffffL, 0xffffffffffffffffL, 0xffffffffffffffffL };",long[] jjbitVec0,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec2,Field,No Comment,"static final long[] jjbitVec2 = { 0x0L, 0x0L, 0xffffffffffffffffL, 0xffffffffffffffffL };",long[] jjbitVec2,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec3,Field,No Comment,"static final long[] jjbitVec3 = { 0x0L, 0xffffffffffffc000L, 0xfffff0007fffffffL, 0x7fffffL };",long[] jjbitVec3,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec4,Field,No Comment,"static final long[] jjbitVec4 = { 0x0L, 0x0L, 0x0L, 0xff7fffffff7fffffL };",long[] jjbitVec4,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec5,Field,No Comment,"static final long[] jjbitVec5 = { 0x7ff3ffffffffffffL, 0x7ffffffffffffdfeL, 0xffffffffffffffffL, 0xfc31ffffffffe00fL };",long[] jjbitVec5,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec6,Field,No Comment,"static final long[] jjbitVec6 = { 0xffffffL, 0xffffffffffff0000L, 0xf80001ffffffffffL, 0x3L };",long[] jjbitVec6,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec7,Field,No Comment,"static final long[] jjbitVec7 = { 0x0L, 0x0L, 0xfffffffbffffd740L, 0xffffd547f7fffL };",long[] jjbitVec7,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec8,Field,No Comment,"static final long[] jjbitVec8 = { 0xffffffffffffdffeL, 0xffffffffdffeffffL, 0xffffffffffff0003L, 0x33fcfffffff199fL };",long[] jjbitVec8,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec9,Field,No Comment,"static final long[] jjbitVec9 = { 0xfffe000000000000L, 0xfffffffe027fffffL, 0x7fL, 0x707ffffff0000L };",long[] jjbitVec9,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec10,Field,No Comment,"static final long[] jjbitVec10 = { 0x7fffffe00000000L, 0xfffe0000000007feL, 0x7cffffffffffffffL, 0x60002f7fffL };",long[] jjbitVec10,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec11,Field,No Comment,"static final long[] jjbitVec11 = { 0x23ffffffffffffe0L, 0x3ff000000L, 0x3c5fdfffff99fe0L, 0x30003b0000000L };",long[] jjbitVec11,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec12,Field,No Comment,"static final long[] jjbitVec12 = { 0x36dfdfffff987e0L, 0x1c00005e000000L, 0x23edfdfffffbafe0L, 0x100000000L };",long[] jjbitVec12,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec13,Field,No Comment,"static final long[] jjbitVec13 = { 0x23cdfdfffff99fe0L, 0x3b0000000L, 0x3bfc718d63dc7e0L, 0x0L };",long[] jjbitVec13,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec14,Field,No Comment,"static final long[] jjbitVec14 = { 0x3effdfffffddfe0L, 0x300000000L, 0x3effdfffffddfe0L, 0x340000000L };",long[] jjbitVec14,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec15,Field,No Comment,"static final long[] jjbitVec15 = { 0x3fffdfffffddfe0L, 0x300000000L, 0x0L, 0x0L };",long[] jjbitVec15,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec16,Field,No Comment,"static final long[] jjbitVec16 = { 0xd7ffffffffffeL, 0x3fL, 0x200d6caefef02596L, 0x1fL };",long[] jjbitVec16,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec17,Field,No Comment,"static final long[] jjbitVec17 = { 0x0L, 0x3fffffffeffL, 0x0L, 0x0L };",long[] jjbitVec17,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec18,Field,No Comment,"static final long[] jjbitVec18 = { 0x0L, 0x0L, 0xffffffff00000000L, 0x7fffffffff003fL };",long[] jjbitVec18,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec19,Field,No Comment,"static final long[] jjbitVec19 = { 0x500000000007daedL, 0x2c62ab82315001L, 0xf580c90040000000L, 0x201080000000007L };",long[] jjbitVec19,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec20,Field,No Comment,"static final long[] jjbitVec20 = { 0xffffffffffffffffL, 0xffffffffffffffffL, 0xffffffff0fffffffL, 0x3ffffffffffffffL };",long[] jjbitVec20,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec21,Field,No Comment,"static final long[] jjbitVec21 = { 0xffffffff3f3fffffL, 0x3fffffffaaff3f3fL, 0x5fdfffffffffffffL, 0x1fdc1fff0fcf1fdcL };",long[] jjbitVec21,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec22,Field,No Comment,"static final long[] jjbitVec22 = { 0x4c4000000000L, 0x0L, 0x7L, 0x0L };",long[] jjbitVec22,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec23,Field,No Comment,"static final long[] jjbitVec23 = { 0x3fe00000080L, 0xfffffffffffffffeL, 0xfffffffe001fffffL, 0x7ffffffffffffffL };",long[] jjbitVec23,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec24,Field,No Comment,"static final long[] jjbitVec24 = { 0x1fffffffffe0L, 0x0L, 0x0L, 0x0L };",long[] jjbitVec24,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec25,Field,No Comment,"static final long[] jjbitVec25 = { 0xffffffffffffffffL, 0xffffffffffffffffL, 0x3fffffffffL, 0x0L };",long[] jjbitVec25,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec26,Field,No Comment,"static final long[] jjbitVec26 = { 0xffffffffffffffffL, 0xffffffffffffffffL, 0xfffffffffL, 0x0L };",long[] jjbitVec26,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec27,Field,No Comment,"static final long[] jjbitVec27 = { 0x0L, 0x0L, 0x80000000000000L, 0xff7fffffff7fffffL };",long[] jjbitVec27,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec28,Field,No Comment,"static final long[] jjbitVec28 = { 0xffffffL, 0xffffffffffff0000L, 0xf80001ffffffffffL, 0x30003L };",long[] jjbitVec28,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec29,Field,No Comment,"static final long[] jjbitVec29 = { 0xffffffffffffffffL, 0x30000003fL, 0xfffffffbffffd7c0L, 0xffffd547f7fffL };",long[] jjbitVec29,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec30,Field,No Comment,"static final long[] jjbitVec30 = { 0xffffffffffffdffeL, 0xffffffffdffeffffL, 0xffffffffffff007bL, 0x33fcfffffff199fL };",long[] jjbitVec30,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec31,Field,No Comment,"static final long[] jjbitVec31 = { 0xfffe000000000000L, 0xfffffffe027fffffL, 0xbbfffffbfffe007fL, 0x707ffffff0016L };",long[] jjbitVec31,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec32,Field,No Comment,"static final long[] jjbitVec32 = { 0x7fffffe00000000L, 0xffff03ff0007ffffL, 0x7cffffffffffffffL, 0x3ff3dffffef7fffL };",long[] jjbitVec32,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec33,Field,No Comment,"static final long[] jjbitVec33 = { 0xf3ffffffffffffeeL, 0xffcfff1e3fffL, 0xd3c5fdfffff99feeL, 0x3ffcfb080399fL };",long[] jjbitVec33,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec34,Field,No Comment,"static final long[] jjbitVec34 = { 0xd36dfdfffff987e4L, 0x1fffc05e003987L, 0xf3edfdfffffbafeeL, 0xffc100003bbfL };",long[] jjbitVec34,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec35,Field,No Comment,"static final long[] jjbitVec35 = { 0xf3cdfdfffff99feeL, 0xffc3b0c0398fL, 0xc3bfc718d63dc7ecL, 0xff8000803dc7L };",long[] jjbitVec35,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec36,Field,No Comment,"static final long[] jjbitVec36 = { 0xc3effdfffffddfeeL, 0xffc300603ddfL, 0xc3effdfffffddfecL, 0xffc340603ddfL };",long[] jjbitVec36,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec37,Field,No Comment,"static final long[] jjbitVec37 = { 0xc3fffdfffffddfecL, 0xffc300803dcfL, 0x0L, 0x0L };",long[] jjbitVec37,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec38,Field,No Comment,"static final long[] jjbitVec38 = { 0x7ff7ffffffffffeL, 0x3ff7fffL, 0x3bff6caefef02596L, 0x3ff3f5fL };",long[] jjbitVec38,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec39,Field,No Comment,"static final long[] jjbitVec39 = { 0xc2a003ff03000000L, 0xfffe03fffffffeffL, 0x2fe3ffffebf0fdfL, 0x0L };",long[] jjbitVec39,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec40,Field,No Comment,"static final long[] jjbitVec40 = { 0x0L, 0x0L, 0x0L, 0x21fff0000L };",long[] jjbitVec40,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjbitVec41,Field,No Comment,"static final long[] jjbitVec41 = { 0x3efffe000000a0L, 0xfffffffffffffffeL, 0xfffffffe661fffffL, 0x77ffffffffffffffL };",long[] jjbitVec41,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjnextStates,Field,No Comment,"static final int[] jjnextStates = { 1, 2, 4, 5 };",int[] jjnextStates,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjstrLiteralImages,Field,No Comment,"public static final String[] jjstrLiteralImages = { """", null, null, null, null, null, ""\57"", ""\57\57"", ""\174"", ""\53"", ""\55"", ""\75"", ""\41\75"", ""\74"", ""\74\75"", ""\76"", ""\76\75"", ""\44"", null, null, null, null, null, null, null, null, null, ""\157\162"", ""\141\156\144"", ""\155\157\144"", ""\144\151\166"", ""\156\157\144\145"", ""\164\145\170\164"", ""\143\157\155\155\145\156\164"", ""\160\162\157\143\145\163\163\151\156\147\55\151\156\163\164\162\165\143\164\151\157\156"", ""\163\145\154\146\72\72"", ""\143\150\151\154\144\72\72"", ""\160\141\162\145\156\164\72\72"", ""\141\156\143\145\163\164\157\162\72\72"", ""\141\164\164\162\151\142\165\164\145\72\72"", ""\156\141\155\145\163\160\141\143\145\72\72"", ""\160\162\145\143\145\144\151\156\147\72\72"", ""\146\157\154\154\157\167\151\156\147\72\72"", ""\144\145\163\143\145\156\144\141\156\164\72\72"", ""\141\156\143\145\163\164\157\162\55\157\162\55\163\145\154\146\72\72"", ""\146\157\154\154\157\167\151\156\147\55\163\151\142\154\151\156\147\72\72"", ""\160\162\145\143\145\144\151\156\147\55\163\151\142\154\151\156\147\72\72"", ""\144\145\163\143\145\156\144\141\156\164\55\157\162\55\163\145\154\146\72\72"", ""\154\141\163\164"", ""\160\157\163\151\164\151\157\156"", ""\143\157\165\156\164"", ""\151\144"", ""\153\145\171"", ""\154\157\143\141\154\55\156\141\155\145"", ""\156\141\155\145\163\160\141\143\145\55\165\162\151"", ""\156\141\155\145"", ""\163\164\162\151\156\147"", ""\143\157\156\143\141\164"", ""\163\164\141\162\164\163\55\167\151\164\150"", ""\145\156\144\163\55\167\151\164\150"", ""\143\157\156\164\141\151\156\163"", ""\163\165\142\163\164\162\151\156\147\55\142\145\146\157\162\145"", ""\163\165\142\163\164\162\151\156\147\55\141\146\164\145\162"", ""\163\165\142\163\164\162\151\156\147"", ""\163\164\162\151\156\147\55\154\145\156\147\164\150"", ""\156\157\162\155\141\154\151\172\145\55\163\160\141\143\145"", ""\164\162\141\156\163\154\141\164\145"", ""\142\157\157\154\145\141\156"", ""\156\157\164"", ""\164\162\165\145"", ""\146\141\154\163\145"", ""\156\165\154\154"", ""\154\141\156\147"", ""\156\165\155\142\145\162"", ""\163\165\155"", ""\146\154\157\157\162"", ""\143\145\151\154\151\156\147"", ""\162\157\165\156\144"", ""\146\157\162\155\141\164\55\156\165\155\142\145\162"", null, ""\72"", ""\50"", ""\51"", ""\56"", ""\56\56"", ""\133"", ""\135"", ""\100"", ""\54"", ""\52"" };",java.lang.String[] jjstrLiteralImages,"public , static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.lexStateNames,Field,No Comment,"public static final String[] lexStateNames = { ""DEFAULT"" };",java.lang.String[] lexStateNames,"public , static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjtoToken,Field,No Comment,"static final long[] jjtoToken = { 0xfffffffff817ffc1L, 0x3ffffffL };",long[] jjtoToken,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjtoSkip,Field,No Comment,"static final long[] jjtoSkip = { 0x3eL, 0x0L };",long[] jjtoSkip,"static , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.input_stream,Field,No Comment,protected SimpleCharStream input_stream;,org.apache.commons.jxpath.ri.parser.SimpleCharStream input_stream,protected 
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjrounds,Field,No Comment,private final int[] jjrounds = new int[13];,int[] jjrounds,"private , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjstateSet,Field,No Comment,private final int[] jjstateSet = new int[26];,int[] jjstateSet,"private , final "
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.curChar,Field,No Comment,protected char curChar;,char curChar,protected 
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.curLexState,Field,No Comment,int curLexState = 0;,int curLexState,default
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.defaultLexState,Field,No Comment,int defaultLexState = 0;,int defaultLexState,default
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjnewStateCnt,Field,No Comment,int jjnewStateCnt;,int jjnewStateCnt,default
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjround,Field,No Comment,int jjround;,int jjround,default
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjmatchedPos,Field,No Comment,int jjmatchedPos;,int jjmatchedPos,default
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager.jjmatchedKind,Field,No Comment,int jjmatchedKind;,int jjmatchedKind,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.EOF,Field,No Comment,int EOF = 0;,int EOF,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.SLASH,Field,No Comment,int SLASH = 6;,int SLASH,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.SLASHSLASH,Field,No Comment,int SLASHSLASH = 7;,int SLASHSLASH,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.UNION,Field,No Comment,int UNION = 8;,int UNION,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.PLUS,Field,No Comment,int PLUS = 9;,int PLUS,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.MINUS,Field,No Comment,int MINUS = 10;,int MINUS,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.EQ,Field,No Comment,int EQ = 11;,int EQ,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.NEQ,Field,No Comment,int NEQ = 12;,int NEQ,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.LT,Field,No Comment,int LT = 13;,int LT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.LTE,Field,No Comment,int LTE = 14;,int LTE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.GT,Field,No Comment,int GT = 15;,int GT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.GTE,Field,No Comment,int GTE = 16;,int GTE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.VARIABLE,Field,No Comment,int VARIABLE = 17;,int VARIABLE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.Literal,Field,No Comment,int Literal = 18;,int Literal,default
