FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
org.apache.commons.jxpath.ri.parser.XPathParserConstants.Digit,Field,No Comment,int Digit = 19;,int Digit,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.Number,Field,No Comment,int Number = 20;,int Number,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.Letter,Field,No Comment,int Letter = 21;,int Letter,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.BaseChar,Field,No Comment,int BaseChar = 22;,int BaseChar,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.Ideographic,Field,No Comment,int Ideographic = 23;,int Ideographic,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.CombiningChar,Field,No Comment,int CombiningChar = 24;,int CombiningChar,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.UnicodeDigit,Field,No Comment,int UnicodeDigit = 25;,int UnicodeDigit,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.Extender,Field,No Comment,int Extender = 26;,int Extender,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.OR,Field,No Comment,int OR = 27;,int OR,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AND,Field,No Comment,int AND = 28;,int AND,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.MOD,Field,No Comment,int MOD = 29;,int MOD,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.DIV,Field,No Comment,int DIV = 30;,int DIV,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.NODE,Field,No Comment,int NODE = 31;,int NODE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.TEXT,Field,No Comment,int TEXT = 32;,int TEXT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.COMMENT,Field,No Comment,int COMMENT = 33;,int COMMENT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.PI,Field,No Comment,int PI = 34;,int PI,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_SELF,Field,No Comment,int AXIS_SELF = 35;,int AXIS_SELF,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_CHILD,Field,No Comment,int AXIS_CHILD = 36;,int AXIS_CHILD,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_PARENT,Field,No Comment,int AXIS_PARENT = 37;,int AXIS_PARENT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_ANCESTOR,Field,No Comment,int AXIS_ANCESTOR = 38;,int AXIS_ANCESTOR,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_ATTRIBUTE,Field,No Comment,int AXIS_ATTRIBUTE = 39;,int AXIS_ATTRIBUTE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_NAMESPACE,Field,No Comment,int AXIS_NAMESPACE = 40;,int AXIS_NAMESPACE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_PRECEDING,Field,No Comment,int AXIS_PRECEDING = 41;,int AXIS_PRECEDING,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_FOLLOWING,Field,No Comment,int AXIS_FOLLOWING = 42;,int AXIS_FOLLOWING,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_DESCENDANT,Field,No Comment,int AXIS_DESCENDANT = 43;,int AXIS_DESCENDANT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_ANCESTOR_OR_SELF,Field,No Comment,int AXIS_ANCESTOR_OR_SELF = 44;,int AXIS_ANCESTOR_OR_SELF,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_FOLLOWING_SIBLING,Field,No Comment,int AXIS_FOLLOWING_SIBLING = 45;,int AXIS_FOLLOWING_SIBLING,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_PRECEDING_SIBLING,Field,No Comment,int AXIS_PRECEDING_SIBLING = 46;,int AXIS_PRECEDING_SIBLING,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.AXIS_DESCENDANT_OR_SELF,Field,No Comment,int AXIS_DESCENDANT_OR_SELF = 47;,int AXIS_DESCENDANT_OR_SELF,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_LAST,Field,No Comment,int FUNCTION_LAST = 48;,int FUNCTION_LAST,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_POSITION,Field,No Comment,int FUNCTION_POSITION = 49;,int FUNCTION_POSITION,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_COUNT,Field,No Comment,int FUNCTION_COUNT = 50;,int FUNCTION_COUNT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_ID,Field,No Comment,int FUNCTION_ID = 51;,int FUNCTION_ID,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_KEY,Field,No Comment,int FUNCTION_KEY = 52;,int FUNCTION_KEY,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_LOCAL_NAME,Field,No Comment,int FUNCTION_LOCAL_NAME = 53;,int FUNCTION_LOCAL_NAME,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_NAMESPACE_URI,Field,No Comment,int FUNCTION_NAMESPACE_URI = 54;,int FUNCTION_NAMESPACE_URI,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_NAME,Field,No Comment,int FUNCTION_NAME = 55;,int FUNCTION_NAME,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_STRING,Field,No Comment,int FUNCTION_STRING = 56;,int FUNCTION_STRING,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_CONCAT,Field,No Comment,int FUNCTION_CONCAT = 57;,int FUNCTION_CONCAT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_STARTS_WITH,Field,No Comment,int FUNCTION_STARTS_WITH = 58;,int FUNCTION_STARTS_WITH,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_ENDS_WITH,Field,No Comment,int FUNCTION_ENDS_WITH = 59;,int FUNCTION_ENDS_WITH,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_CONTAINS,Field,No Comment,int FUNCTION_CONTAINS = 60;,int FUNCTION_CONTAINS,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_SUBSTRING_BEFORE,Field,No Comment,int FUNCTION_SUBSTRING_BEFORE = 61;,int FUNCTION_SUBSTRING_BEFORE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_SUBSTRING_AFTER,Field,No Comment,int FUNCTION_SUBSTRING_AFTER = 62;,int FUNCTION_SUBSTRING_AFTER,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_SUBSTRING,Field,No Comment,int FUNCTION_SUBSTRING = 63;,int FUNCTION_SUBSTRING,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_STRING_LENGTH,Field,No Comment,int FUNCTION_STRING_LENGTH = 64;,int FUNCTION_STRING_LENGTH,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_NORMALIZE_SPACE,Field,No Comment,int FUNCTION_NORMALIZE_SPACE = 65;,int FUNCTION_NORMALIZE_SPACE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_TRANSLATE,Field,No Comment,int FUNCTION_TRANSLATE = 66;,int FUNCTION_TRANSLATE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_BOOLEAN,Field,No Comment,int FUNCTION_BOOLEAN = 67;,int FUNCTION_BOOLEAN,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_NOT,Field,No Comment,int FUNCTION_NOT = 68;,int FUNCTION_NOT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_TRUE,Field,No Comment,int FUNCTION_TRUE = 69;,int FUNCTION_TRUE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_FALSE,Field,No Comment,int FUNCTION_FALSE = 70;,int FUNCTION_FALSE,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_NULL,Field,No Comment,int FUNCTION_NULL = 71;,int FUNCTION_NULL,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_LANG,Field,No Comment,int FUNCTION_LANG = 72;,int FUNCTION_LANG,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_NUMBER,Field,No Comment,int FUNCTION_NUMBER = 73;,int FUNCTION_NUMBER,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_SUM,Field,No Comment,int FUNCTION_SUM = 74;,int FUNCTION_SUM,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_FLOOR,Field,No Comment,int FUNCTION_FLOOR = 75;,int FUNCTION_FLOOR,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_CEILING,Field,No Comment,int FUNCTION_CEILING = 76;,int FUNCTION_CEILING,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_ROUND,Field,No Comment,int FUNCTION_ROUND = 77;,int FUNCTION_ROUND,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.FUNCTION_FORMAT_NUMBER,Field,No Comment,int FUNCTION_FORMAT_NUMBER = 78;,int FUNCTION_FORMAT_NUMBER,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.NCName,Field,No Comment,int NCName = 79;,int NCName,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.DEFAULT,Field,No Comment,int DEFAULT = 0;,int DEFAULT,default
org.apache.commons.jxpath.ri.parser.XPathParserConstants.tokenImage,Field,No Comment,"String[] tokenImage = { ""<EOF>"", ""\"" \"""", ""\""\\t\"""", ""\""\\n\"""", ""\""\\r\"""", ""\""\\f\"""", ""\""/\"""", ""\""//\"""", ""\""|\"""", ""\""+\"""", ""\""-\"""", ""\""=\"""", ""\""!=\"""", ""\""<\"""", ""\""<=\"""", ""\"">\"""", ""\"">=\"""", ""\""$\"""", ""<Literal>"", ""<Digit>"", ""<Number>"", ""<Letter>"", ""<BaseChar>"", ""<Ideographic>"", ""<CombiningChar>"", ""<UnicodeDigit>"", ""<Extender>"", ""\""or\"""", ""\""and\"""", ""\""mod\"""", ""\""div\"""", ""\""node\"""", ""\""text\"""", ""\""comment\"""", ""\""processing-instruction\"""", ""\""self::\"""", ""\""child::\"""", ""\""parent::\"""", ""\""ancestor::\"""", ""\""attribute::\"""", ""\""namespace::\"""", ""\""preceding::\"""", ""\""following::\"""", ""\""descendant::\"""", ""\""ancestor-or-self::\"""", ""\""following-sibling::\"""", ""\""preceding-sibling::\"""", ""\""descendant-or-self::\"""", ""\""last\"""", ""\""position\"""", ""\""count\"""", ""\""id\"""", ""\""key\"""", ""\""local-name\"""", ""\""namespace-uri\"""", ""\""name\"""", ""\""string\"""", ""\""concat\"""", ""\""starts-with\"""", ""\""ends-with\"""", ""\""contains\"""", ""\""substring-before\"""", ""\""substring-after\"""", ""\""substring\"""", ""\""string-length\"""", ""\""normalize-space\"""", ""\""translate\"""", ""\""boolean\"""", ""\""not\"""", ""\""true\"""", ""\""false\"""", ""\""null\"""", ""\""lang\"""", ""\""number\"""", ""\""sum\"""", ""\""floor\"""", ""\""ceiling\"""", ""\""round\"""", ""\""format-number\"""", ""<NCName>"", ""\"":\"""", ""\""(\"""", ""\"")\"""", ""\"".\"""", ""\""..\"""", ""\""[\"""", ""\""]\"""", ""\""@\"""", ""\"",\"""", ""\""*\"""" };",java.lang.String[] tokenImage,default
org.apache.commons.jxpath.ri.JXPathCompiledExpression.xpath,Field,No Comment,private final String xpath;,java.lang.String xpath,"private , final "
org.apache.commons.jxpath.ri.JXPathCompiledExpression.expression,Field,No Comment,private final Expression expression;,org.apache.commons.jxpath.ri.compiler.Expression expression,"private , final "
org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -5720585681149150822L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.handler,Field,No Comment,private final DynamicPropertyHandler handler;,org.apache.commons.jxpath.DynamicPropertyHandler handler,"private , final "
org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.name,Field,No Comment,private String name;,java.lang.String name,private 
org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.names,Field,No Comment,private String[] names;,java.lang.String[] names,private 
org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.requiredPropertyName,Field,No Comment,private String requiredPropertyName;,java.lang.String requiredPropertyName,private 
org.apache.commons.jxpath.ri.model.dynamic.DynamicPointerFactory.DYNAMIC_POINTER_FACTORY_ORDER,Field,* Factory order constant.,public static final int DYNAMIC_POINTER_FACTORY_ORDER = 800;,int DYNAMIC_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer.name,Field,No Comment,private final QName name;,org.apache.commons.jxpath.ri.QName name,"private , final "
org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer.bean,Field,No Comment,private final Object bean;,java.lang.Object bean,"private , final "
org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer.handler,Field,No Comment,private final DynamicPropertyHandler handler;,org.apache.commons.jxpath.DynamicPropertyHandler handler,"private , final "
org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -1842347025295904256L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.dynabeans.StrictLazyDynaBeanPointerFactory$StrictLazyDynaBeanPointer.lazyDynaBean,Field,No Comment,private final LazyDynaBean lazyDynaBean;,org.apache.commons.beanutils.LazyDynaBean lazyDynaBean,"private , final "
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointerFactory.DYNA_BEAN_POINTER_FACTORY_ORDER,Field,Factory order constant,public static final int DYNA_BEAN_POINTER_FACTORY_ORDER = 700;,int DYNA_BEAN_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -9135052498044877965L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.name,Field,No Comment,private final QName name;,org.apache.commons.jxpath.ri.QName name,"private , final "
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer.dynaBean,Field,No Comment,private final DynaBean dynaBean;,org.apache.commons.beanutils.DynaBean dynaBean,"private , final "
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.CLASS,Field,No Comment,"private static final String CLASS = ""class"";",java.lang.String CLASS,"private , static , final "
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.dynaBean,Field,No Comment,private final DynaBean dynaBean;,org.apache.commons.beanutils.DynaBean dynaBean,"private , final "
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.name,Field,No Comment,private String name;,java.lang.String name,private 
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.names,Field,No Comment,private String[] names;,java.lang.String[] names,private 
org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 2094421509141267239L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.container.ContainerPointerFactory.CONTAINER_POINTER_FACTORY_ORDER,Field,Factory order for this factory,public static final int CONTAINER_POINTER_FACTORY_ORDER = 200;,int CONTAINER_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.container.ContainerPointer.container,Field,No Comment,private final Container container;,org.apache.commons.jxpath.Container container,"private , final "
org.apache.commons.jxpath.ri.model.container.ContainerPointer.valuePointer,Field,No Comment,private NodePointer valuePointer;,org.apache.commons.jxpath.ri.model.NodePointer valuePointer,private 
org.apache.commons.jxpath.ri.model.container.ContainerPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 6140752946621686118L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.VariablePointer.variables,Field,No Comment,private Variables variables;,org.apache.commons.jxpath.Variables variables,private 
org.apache.commons.jxpath.ri.model.VariablePointer.name,Field,No Comment,private final QName name;,org.apache.commons.jxpath.ri.QName name,"private , final "
org.apache.commons.jxpath.ri.model.VariablePointer.valuePointer,Field,No Comment,private NodePointer valuePointer;,org.apache.commons.jxpath.ri.model.NodePointer valuePointer,private 
org.apache.commons.jxpath.ri.model.VariablePointer.actual,Field,No Comment,private boolean actual;,boolean actual,private 
org.apache.commons.jxpath.ri.model.VariablePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -454731297397189293L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.NodePointer.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = 8117201322861007777L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.NodePointer.WHOLE_COLLECTION,Field,Whole collection index.,public static final int WHOLE_COLLECTION = Integer.MIN_VALUE;,int WHOLE_COLLECTION,"public , static , final "
org.apache.commons.jxpath.ri.model.NodePointer.UNKNOWN_NAMESPACE,Field,Constant to indicate unknown namespace,"public static final String UNKNOWN_NAMESPACE = ""<<unknown namespace>>"";",java.lang.String UNKNOWN_NAMESPACE,"public , static , final "
org.apache.commons.jxpath.ri.model.NodePointer.index,Field,Index for this NodePointer,protected int index = WHOLE_COLLECTION;,int index,protected 
org.apache.commons.jxpath.ri.model.NodePointer.attribute,Field,No Comment,private boolean attribute = false;,boolean attribute,private 
org.apache.commons.jxpath.ri.model.NodePointer.namespaceResolver,Field,No Comment,private NamespaceResolver namespaceResolver;,org.apache.commons.jxpath.ri.NamespaceResolver namespaceResolver,private 
org.apache.commons.jxpath.ri.model.NodePointer.exceptionHandler,Field,No Comment,private ExceptionHandler exceptionHandler;,org.apache.commons.jxpath.ExceptionHandler exceptionHandler,private 
org.apache.commons.jxpath.ri.model.NodePointer.rootNode,Field,No Comment,private transient Object rootNode;,java.lang.Object rootNode,"private , transient "
org.apache.commons.jxpath.ri.model.NodePointer.parent,Field,Parent pointer,protected NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,protected 
org.apache.commons.jxpath.ri.model.NodePointer.locale,Field,Locale,protected Locale locale;,java.util.Locale locale,protected 
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -6008991447676468786L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.UNINITIALIZED,Field,No Comment,private static final Object UNINITIALIZED = new Object();,java.lang.Object UNINITIALIZED,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.propertyName,Field,No Comment,private String propertyName;,java.lang.String propertyName,private 
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.beanInfo,Field,No Comment,private final JXPathBeanInfo beanInfo;,org.apache.commons.jxpath.JXPathBeanInfo beanInfo,"private , final "
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.baseValue,Field,No Comment,private Object baseValue = UNINITIALIZED;,java.lang.Object baseValue,private 
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.value,Field,No Comment,private Object value = UNINITIALIZED;,java.lang.Object value,private 
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.names,Field,No Comment,private transient String[] names;,java.lang.String[] names,"private , transient "
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.propertyDescriptors,Field,No Comment,private transient PropertyDescriptor[] propertyDescriptors;,java.beans.PropertyDescriptor[] propertyDescriptors,"private , transient "
org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer.propertyDescriptor,Field,No Comment,private transient PropertyDescriptor propertyDescriptor;,java.beans.PropertyDescriptor propertyDescriptor,"private , transient "
org.apache.commons.jxpath.ri.model.beans.LangAttributePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -8665319197100034134L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.CollectionNodeIterator.pointer,Field,No Comment,private final CollectionPointer pointer;,org.apache.commons.jxpath.ri.model.beans.CollectionPointer pointer,"private , final "
org.apache.commons.jxpath.ri.model.beans.CollectionNodeIterator.reverse,Field,No Comment,private final boolean reverse;,boolean reverse,"private , final "
org.apache.commons.jxpath.ri.model.beans.CollectionNodeIterator.startWith,Field,No Comment,private final NodePointer startWith;,org.apache.commons.jxpath.ri.model.NodePointer startWith,"private , final "
org.apache.commons.jxpath.ri.model.beans.CollectionNodeIterator.position,Field,No Comment,private int position;,int position,private 
org.apache.commons.jxpath.ri.model.beans.CollectionNodeIterator.collection,Field,No Comment,private List collection;,java.util.List collection,private 
org.apache.commons.jxpath.ri.model.beans.CollectionPointer.collection,Field,No Comment,private Object collection;,java.lang.Object collection,private 
org.apache.commons.jxpath.ri.model.beans.CollectionPointer.valuePointer,Field,No Comment,private NodePointer valuePointer;,org.apache.commons.jxpath.ri.model.NodePointer valuePointer,private 
org.apache.commons.jxpath.ri.model.beans.CollectionPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 8620254915563256588L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.CollectionChildNodeIterator.test,Field,No Comment,private final NodeTest test;,org.apache.commons.jxpath.ri.compiler.NodeTest test,"private , final "
org.apache.commons.jxpath.ri.model.beans.BeanAttributeIterator.parent,Field,No Comment,private final NodePointer parent;,org.apache.commons.jxpath.ri.model.NodePointer parent,"private , final "
org.apache.commons.jxpath.ri.model.beans.BeanAttributeIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.beans.BeanAttributeIterator.includeXmlLang,Field,No Comment,private final boolean includeXmlLang;,boolean includeXmlLang,"private , final "
org.apache.commons.jxpath.ri.model.beans.CollectionAttributeNodeIterator.name,Field,No Comment,private final QName name;,org.apache.commons.jxpath.ri.QName name,"private , final "
org.apache.commons.jxpath.ri.model.beans.NullPropertyPointer.propertyName,Field,No Comment,"private String propertyName = ""*"";",java.lang.String propertyName,private 
org.apache.commons.jxpath.ri.model.beans.NullPropertyPointer.byNameAttribute,Field,No Comment,private boolean byNameAttribute = false;,boolean byNameAttribute,private 
org.apache.commons.jxpath.ri.model.beans.NullPropertyPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 5296593071854982754L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.NullElementPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 8714236818791036721L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.NullPointer.name,Field,No Comment,private QName name;,org.apache.commons.jxpath.ri.QName name,private 
org.apache.commons.jxpath.ri.model.beans.NullPointer.id,Field,No Comment,private String id;,java.lang.String id,private 
org.apache.commons.jxpath.ri.model.beans.NullPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 2193425983220679887L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.BeanPointer.name,Field,No Comment,private final QName name;,org.apache.commons.jxpath.ri.QName name,"private , final "
org.apache.commons.jxpath.ri.model.beans.BeanPointer.bean,Field,No Comment,private final Object bean;,java.lang.Object bean,"private , final "
org.apache.commons.jxpath.ri.model.beans.BeanPointer.beanInfo,Field,No Comment,private final JXPathBeanInfo beanInfo;,org.apache.commons.jxpath.JXPathBeanInfo beanInfo,"private , final "
org.apache.commons.jxpath.ri.model.beans.BeanPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -8227317938284982440L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.empty,Field,No Comment,private boolean empty = false;,boolean empty,private 
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.reverse,Field,No Comment,private final boolean reverse;,boolean reverse,"private , final "
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.name,Field,No Comment,private final String name;,java.lang.String name,"private , final "
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.startIndex,Field,No Comment,private int startIndex = 0;,int startIndex,private 
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.targetReady,Field,No Comment,private boolean targetReady = false;,boolean targetReady,private 
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.position,Field,No Comment,private int position = 0;,int position,private 
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.propertyNodePointer,Field,No Comment,private final PropertyPointer propertyNodePointer;,org.apache.commons.jxpath.ri.model.beans.PropertyPointer propertyNodePointer,"private , final "
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.startPropertyIndex,Field,No Comment,private int startPropertyIndex;,int startPropertyIndex,private 
org.apache.commons.jxpath.ri.model.beans.PropertyIterator.includeStart,Field,No Comment,private boolean includeStart = false;,boolean includeStart,private 
org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.UNINITIALIZED,Field,No Comment,private static final Object UNINITIALIZED = new Object();,java.lang.Object UNINITIALIZED,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer.value,Field,No Comment,private Object value = UNINITIALIZED;,java.lang.Object value,private 
org.apache.commons.jxpath.ri.model.beans.CollectionPointerFactory.COLLECTION_POINTER_FACTORY_ORDER,Field,Factory order constant,public static final int COLLECTION_POINTER_FACTORY_ORDER = 10;,int COLLECTION_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.UNSPECIFIED_PROPERTY,Field,No Comment,public static final int UNSPECIFIED_PROPERTY = Integer.MIN_VALUE;,int UNSPECIFIED_PROPERTY,"public , static , final "
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.propertyIndex,Field,Property index,protected int propertyIndex = UNSPECIFIED_PROPERTY;,int propertyIndex,protected 
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.bean,Field,Owning object,protected Object bean;,java.lang.Object bean,protected 
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.UNINITIALIZED,Field,No Comment,private static final Object UNINITIALIZED = new Object();,java.lang.Object UNINITIALIZED,"private , static , final "
org.apache.commons.jxpath.ri.model.beans.PropertyPointer.value,Field,No Comment,private Object value = UNINITIALIZED;,java.lang.Object value,private 
org.apache.commons.jxpath.ri.model.beans.BeanPointerFactory.BEAN_POINTER_FACTORY_ORDER,Field,Factory order constant,public static final int BEAN_POINTER_FACTORY_ORDER = 900;,int BEAN_POINTER_FACTORY_ORDER,"public , static , final "
org.apache.commons.jxpath.ri.model.dom.NamespacePointer.prefix,Field,No Comment,private final String prefix;,java.lang.String prefix,"private , final "
org.apache.commons.jxpath.ri.model.dom.NamespacePointer.namespaceURI,Field,No Comment,private String namespaceURI;,java.lang.String namespaceURI,private 
org.apache.commons.jxpath.ri.model.dom.NamespacePointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = -7622456151550131709L;,long serialVersionUID,"private , static , final "
